item,vendor_name,item_description,export_control_risk,sn_control,key_item,hazardcategory,hazardclassvalue,batterycount,sn,sn_availabled,spn,freeze_reason,reserved_name,state,c_material,wd_material_or_not,mg_material_or_not,inventory_time,storage_days,export_control_status,original_sn,product_line,sub_product_line,product,order_line,warehouse_code,warehouse_name,warehouse_address,subinv_group_code,subinv_group_name,subinv_code,inventory_qty,available_qty,fronze_qty,reserved_qty,unit,rev,version,computing_software_version,original_manufacturer,item_model,production_batch_no,production_date,rohs_compliance,quality_category,first_inbound_date,storage_days_start_date
03030SVJ,HUAWEI,"OptiX OSN 8800,TN12WSMD901,9-Port Wavelength selective multiplexing and Demultiplexing board (C_Band,196.05THz~192.10THz,50GHz,LC)",,Y,N,Normal Cargo,,0,030SVJ10G1000167,Y,,,,Good Parts,,No,No,2711 days 05:31:57,2712.0,Not Controlled,,Optical Business,WDM,OptiX OSN 8800,,FRLILL-TIB,France_HWFR_LILL_FSL_TIB,TIBCO TELECOMS Bâtiment building international 68 RUE LOUIS JOSEPH GAY-LUSSAC ZAC DE LA GARE D'EAU 62220 CARVIN--Carvin-France,LILL-GMTIB,France_LILLE _HWCBG_LSP_TIBCO_SPMS Good Subinv,LILL-GMTIB,1,1,0,0,PCS,,,,,,,,,,2017-11-14 17:53:00,2017-11-14 17:53:00
03022QQM,HUAWEI,"Manufactured Board,OptiX OSN 6800,TN18EFIB,EMI Filter Interface Board,1*2",,Y,N,Normal Cargo,,0,022QQMD0H7001055,Y,,,,Good Parts,,No,No,2711 days 05:31:57,2712.0,Not Controlled,,Optical Business,WDM,OptiX OSN 6800,,FRLILL-TIB,France_HWFR_LILL_FSL_TIB,TIBCO TELECOMS Bâtiment building international 68 RUE LOUIS JOSEPH GAY-LUSSAC ZAC DE LA GARE D'EAU 62220 CARVIN--Carvin-France,LILL-GMTIB,France_LILLE _HWCBG_LSP_TIBCO_SPMS Good Subinv,LILL-GMTIB,1,1,0,0,PCS,,,,,,,,,,2017-11-14 17:53:00,2017-11-14 17:53:00
03022NDK,HUAWEI,"OptiX OSN 8800,TN55TTX,10 x 10G Tributary Service Processing Board,1*1",,Y,N,Normal Cargo,,0,022NDK10F6000546,Y,,,,Good Parts,,No,No,3510 days 05:37:57,3511.0,,,Optical Business,WDM,OptiX OSN 8800,,FRLILL-TIB,France_HWFR_LILL_FSL_TIB,TIBCO TELECOMS Bâtiment building international 68 RUE LOUIS JOSEPH GAY-LUSSAC ZAC DE LA GARE D'EAU 62220 CARVIN--Carvin-France,LILL-GMTIB,France_LILLE _HWCBG_LSP_TIBCO_SPMS Good Subinv,LILL-GMTIB,1,1,0,0,PCS,,,,,,,,,,2015-09-07 17:47:00,2015-09-07 17:47:00
02310RLA,HUAWEI,"Fan Box,OptiX  OSN 1800V-TNF5FAN01,Fan Box",,Y,N,Normal Cargo,,0,2102310RLA10N6100025,Y,,,,Good Parts,,No,No,715 days 23:47:15,716.0,,,Optical Business,WDM,OptiX OSN 1800,,FRLILL-TIB,France_HWFR_LILL_FSL_TIB,TIBCO TELECOMS Bâtiment building international 68 RUE LOUIS JOSEPH GAY-LUSSAC ZAC DE LA GARE D'EAU 62220 CARVIN--Carvin-France,LILL-GMTIB,France_LILLE _HWCBG_LSP_TIBCO_SPMS Good Subinv,LILL-GMTIB,1,1,0,0,PCS,,,,,,,,,,2023-05-02 23:37:42,2023-05-02 23:37:42
34061006,HUAWEI,"Low Speed Transceiver,eSFP,1511(TX)/1400~1620(RX),STM-1,-2dBm,3dBm,-35dBm,LC,SM,80km",Default,Y,N,Normal Cargo,,0,3934061006Z004Y421490001100007,Y,,,,Good Parts,,No,No,953 days 07:57:30,954.0,,,Optical Business,WDM,OptiX OSN 8800,,FRLILL-TIB,France_HWFR_LILL_FSL_TIB,TIBCO TELECOMS Bâtiment building international 68 RUE LOUIS JOSEPH GAY-LUSSAC ZAC DE LA GARE D'EAU 62220 CARVIN--Carvin-France,LILL-GMTIB,France_LILLE _HWCBG_LSP_TIBCO_SPMS Good Subinv,LILL-GMTIB,1,1,0,0,PCS,,,,,,,,,,2022-09-07 15:27:27,2022-09-07 15:27:27
02314293-002,HUAWEI,"SSE1TMX06,4 Channels STM-16 Asynchronism MUX OTU-2 Wavelength Conversion Board(AFEC,C_BAND,Tunable),50GHz(1200ps/nm,Rx1_PIN,LC)(4*eSFP,1550nm,STM16,-2~3dBm,-30dBm,LC,SM,80km)",,Y,N,Normal Cargo,,0,21023142931073000002,Y,,,,Good Parts,,No,No,545 days 02:59:13,546.0,,,Optical Business,WDM,OptiX BWS 1600G,,FRLILL-TIB,France_HWFR_LILL_FSL_TIB,TIBCO TELECOMS Bâtiment building international 68 RUE LOUIS JOSEPH GAY-LUSSAC ZAC DE LA GARE D'EAU 62220 CARVIN--Carvin-France,LILL-GMTIB,France_LILLE _HWCBG_LSP_TIBCO_SPMS Good Subinv,LILL-GMTIB,1,1,0,0,PCS,,,,,,,,,,2023-10-20 20:25:44,2023-10-20 20:25:44
02314204-001,HUAWEI,"SSE3LDGS06,2-port Gigabit Ethernet Wavelength Conversion Board(C_BAND,Tunable),100GHz(12800ps/nm,Rx1_APD,LC)(2*eSFP,1310nm,1.25Gb/s,-5~0dBm,-23dBm,LC,SM,40km)",,Y,N,Normal Cargo,,0,21023142041076000003,Y,,,,Good Parts,,No,No,545 days 02:59:13,546.0,,,Optical Business,WDM,OptiX BWS 1600G,,FRLILL-TIB,France_HWFR_LILL_FSL_TIB,TIBCO TELECOMS Bâtiment building international 68 RUE LOUIS JOSEPH GAY-LUSSAC ZAC DE LA GARE D'EAU 62220 CARVIN--Carvin-France,LILL-GMTIB,France_LILLE _HWCBG_LSP_TIBCO_SPMS Good Subinv,LILL-GMTIB,1,1,0,0,PCS,,,,,,,,,,2023-10-20 20:25:44,2023-10-20 20:25:44
02314293-001,HUAWEI,"SSE1TMX06,4 Channels STM-16 Asynchronism MUX OTU-2 Wavelength Conversion Board(AFEC,C_BAND,Tunable),50GHz(1200ps/nm,Rx1_PIN,LC)(4*eSFP,1310nm,STM16,-5~0dBm,-21dBm,LC,SM,15km)",,Y,N,Normal Cargo,,0,21023142931078000008,Y,,,,Good Parts,,No,No,545 days 02:59:13,546.0,,,Optical Business,WDM,OptiX BWS 1600G,,FRLILL-TIB,France_HWFR_LILL_FSL_TIB,TIBCO TELECOMS Bâtiment building international 68 RUE LOUIS JOSEPH GAY-LUSSAC ZAC DE LA GARE D'EAU 62220 CARVIN--Carvin-France,LILL-GMTIB,France_LILLE _HWCBG_LSP_TIBCO_SPMS Good Subinv,LILL-GMTIB,1,1,0,0,PCS,,,,,,,,,,2023-10-20 20:25:44,2023-10-20 20:25:44
34061019,HUAWEI,"High Speed Transceiver,CFP2,4*25&4*28Gb/s(1310nm Band),103.125&111.81Gb/s,-1.3dBm,4.5dBm,-8.6dBm,LC straight,SMF,10km",,Y,N,Normal Cargo,,0,SP34061019HQ07203002,Y,,,,Good Parts,,No,No,630 days 06:19:57,631.0,,,Optical Business,WDM,NE5000E,,FRLILL-TIB,France_HWFR_LILL_FSL_TIB,TIBCO TELECOMS Bâtiment building international 68 RUE LOUIS JOSEPH GAY-LUSSAC ZAC DE LA GARE D'EAU 62220 CARVIN--Carvin-France,LILL-GMTIB,France_LILLE _HWCBG_LSP_TIBCO_SPMS Good Subinv,LILL-GMTIB,1,1,0,0,PCS,,,,,,,,,,2023-07-27 17:05:00,2023-07-27 17:05:00
03023GBW,HUAWEI,"Manufactured Board,Optix OSN 1800,TNZ5UXCMS,Universal Cross Connect,System Control and Clock Processing Board",,Y,N,Non-DG,99.0,1,023GBW6TMA600047,Y,,,,Good Parts,,No,No,715 days 23:46:34,716.0,,,Optical Business,WDM,OptiX OSN 1800,,FRLILL-TIB,France_HWFR_LILL_FSL_TIB,TIBCO TELECOMS Bâtiment building international 68 RUE LOUIS JOSEPH GAY-LUSSAC ZAC DE LA GARE D'EAU 62220 CARVIN--Carvin-France,LILL-GMTIB,France_LILLE _HWCBG_LSP_TIBCO_SPMS Good Subinv,LILL-GMTIB,1,1,0,0,PCS,,,,,,,,,,2023-05-02 23:38:23,2023-05-02 23:38:23
34061042,HUAWEI,"XFP SFP+ Transceiver,SFP+,1310,1.25/9.953/10.3125,-8.2dBm,0.5dBm,-14.4dBm,LC,SM,10km",,Y,N,Normal Cargo,,0,SP340610423A3013405A,Y,,,,Good Parts,,No,No,,,,,Data Communication,Router and Carrier Ethernet,Rock,,FRLILL-TIB,France_HWFR_LILL_FSL_TIB,TIBCO TELECOMS Bâtiment building international 68 RUE LOUIS JOSEPH GAY-LUSSAC ZAC DE LA GARE D'EAU 62220 CARVIN--Carvin-France,LILL-GMTIB,France_LILLE _HWCBG_LSP_TIBCO_SPMS Good Subinv,LILL-GMTIB,1,1,0,0,PCS,,,,,,,,,,,
03032DAU,HUAWEI,"Finished Board,OptiX OSN 8800,TN18LSCT5U,100Gbit/s Wavelength Conversion Board(ULH+,SDFEC2,Coherent,Tunable,Extended C Band,-5dBm-0dBm,-16dBm,50GHz,LC)",,Y,N,Normal Cargo,,0,032DAU10H2000234,Y,,,,Good Parts,,No,No,2960 days 07:04:57,2961.0,,,Optical Business,WDM,OptiX OSN 8800,,FRLILL-TIB,France_HWFR_LILL_FSL_TIB,TIBCO TELECOMS Bâtiment building international 68 RUE LOUIS JOSEPH GAY-LUSSAC ZAC DE LA GARE D'EAU 62220 CARVIN--Carvin-France,LILL-GMTIB,France_LILLE _HWCBG_LSP_TIBCO_SPMS Good Subinv,LILL-GMTIB,1,1,0,0,PCS,,,,,,,,,,2017-03-10 16:20:00,2017-03-10 16:20:00
03023NRT,HUAWEI,"Manufactured Board,OptiX OSN 8800,TN11LDC,2*100Gbit/s Service Multiplexing Into OTUC2 Wavelength Conversion Board,1*1",,Y,N,Normal Cargo,,0,023NRT10K1000293,Y,,,,Good Parts,,No,No,2233 days 04:33:45,2234.0,,,Optical Business,WDM,OptiX OSN 8800,,FRLILL-TIB,France_HWFR_LILL_FSL_TIB,TIBCO TELECOMS Bâtiment building international 68 RUE LOUIS JOSEPH GAY-LUSSAC ZAC DE LA GARE D'EAU 62220 CARVIN--Carvin-France,LILL-GMTIB,France_LILLE _HWCBG_LSP_TIBCO_SPMS Good Subinv,LILL-GMTIB,1,1,0,0,PCS,,,,,,,,,,2019-03-07 18:51:12,2019-03-07 18:51:12
34061478,HUAWEI,"High Speed Transceiver,QSFP28,1295nm~1310nm,103.125&111.81Gb/s,-4.3dBm,4.5dBm,-10.6dBm,LC,SMF,10km,LR4",Default,Y,N,Normal Cargo,,0,SP340614783A3013406A,Y,,,,Good Parts,,No,No,,,,,Optical Business,WDM,OptiX OSN 8800 T16,,FRLILL-TIB,France_HWFR_LILL_FSL_TIB,TIBCO TELECOMS Bâtiment building international 68 RUE LOUIS JOSEPH GAY-LUSSAC ZAC DE LA GARE D'EAU 62220 CARVIN--Carvin-France,LILL-GMTIB,France_LILLE _HWCBG_LSP_TIBCO_SPMS Good Subinv,LILL-GMTIB,1,1,0,0,PCS,,,,,,,,,,,
34061478,HUAWEI,"High Speed Transceiver,QSFP28,1295nm~1310nm,103.125&111.81Gb/s,-4.3dBm,4.5dBm,-10.6dBm,LC,SMF,10km,LR4",Default,Y,N,Normal Cargo,,0,SP340614783A3013407A,Y,,,,Good Parts,,No,No,,,,,Optical Business,WDM,OptiX OSN 8800 T16,,FRLILL-TIB,France_HWFR_LILL_FSL_TIB,TIBCO TELECOMS Bâtiment building international 68 RUE LOUIS JOSEPH GAY-LUSSAC ZAC DE LA GARE D'EAU 62220 CARVIN--Carvin-France,LILL-GMTIB,France_LILLE _HWCBG_LSP_TIBCO_SPMS Good Subinv,LILL-GMTIB,1,1,0,0,PCS,,,,,,,,,,,
34061478,HUAWEI,"High Speed Transceiver,QSFP28,1295nm~1310nm,103.125&111.81Gb/s,-4.3dBm,4.5dBm,-10.6dBm,LC,SMF,10km,LR4",Default,Y,N,Normal Cargo,,0,SP340614783A3013408A,Y,,,,Good Parts,,No,No,,,,,Optical Business,WDM,OptiX OSN 8800 T16,,FRLILL-TIB,France_HWFR_LILL_FSL_TIB,TIBCO TELECOMS Bâtiment building international 68 RUE LOUIS JOSEPH GAY-LUSSAC ZAC DE LA GARE D'EAU 62220 CARVIN--Carvin-France,LILL-GMTIB,France_LILLE _HWCBG_LSP_TIBCO_SPMS Good Subinv,LILL-GMTIB,1,1,0,0,PCS,,,,,,,,,,,
02121961,HUAWEI,"Fan Box,TNG1FAN01,Equipment Fan Box",,Y,N,Normal Cargo,,0,2102121961N0L7002890,Y,,,,Good Parts,,No,No,1190 days 23:38:37,1191.0,,,Optical Business,WDM,OptiX OSN 9800 M24,,FRLILL-TIB,France_HWFR_LILL_FSL_TIB,TIBCO TELECOMS Bâtiment building international 68 RUE LOUIS JOSEPH GAY-LUSSAC ZAC DE LA GARE D'EAU 62220 CARVIN--Carvin-France,LILL-GMTIB,France_LILLE _HWCBG_LSP_TIBCO_SPMS Good Subinv,LILL-GMTIB,1,1,0,0,PCS,,,,,,,,,,2022-01-12 23:46:20,2022-01-12 23:46:20
03032VMY,HUAWEI,"Finished Board,OptiX WDM,TN12C1CFPT51,100G CFPT51(SLH,SDFEC2,Coherent,Tunable,Extended C Band,-5dBm-0dBm,-16dBm,Fixed)",Default,Y,N,Normal Cargo,,0,032VMY10L4000652,Y,,,,Good Parts,,No,No,,,,,Optical Business,WDM,OptiX OSN 9800 U32,,FRLILL-TIB,France_HWFR_LILL_FSL_TIB,TIBCO TELECOMS Bâtiment building international 68 RUE LOUIS JOSEPH GAY-LUSSAC ZAC DE LA GARE D'EAU 62220 CARVIN--Carvin-France,LILL-GMTIB,France_LILLE _HWCBG_LSP_TIBCO_SPMS Good Subinv,LILL-GMTIB,1,1,0,0,PCS,,,,,,,,,,,
03032XUG,HUAWEI,"Finished Board,OptiX WDM,TN13C2CFP2A24,200G CFP2A24(Metro+,SDFEC2@200G e16QAM/100G QPSK/etc.,flex rate, Coherent,Tunable,Extended C Band,-10dBm-1dBm,-18dBm,Flexgrid)",Default,Y,N,Normal Cargo,,0,032XUG10N4100034,Y,,,,Good Parts,,No,No,953 days 07:57:30,954.0,,,Optical Business,WDM,OptiX OSN 9800 U32,,FRLILL-TIB,France_HWFR_LILL_FSL_TIB,TIBCO TELECOMS Bâtiment building international 68 RUE LOUIS JOSEPH GAY-LUSSAC ZAC DE LA GARE D'EAU 62220 CARVIN--Carvin-France,LILL-GMTIB,France_LILLE _HWCBG_LSP_TIBCO_SPMS Good Subinv,LILL-GMTIB,1,1,0,0,PCS,,,,,,,,,,2022-09-07 15:27:27,2022-09-07 15:27:27
03032YHC,HUAWEI,"Finished Board,OptiX WDM,TN12C2CFPT23,200G CFPT23(LHD, SDFEC2@200G e16QAM/100G QPSK/etc.,flex rate, Coherent,Tunable,Extended C Band,-5dBm-0dBm,-16dBm,Flexgrid)",Default,Y,N,Normal Cargo,,0,032YHC10K2000006,Y,,,,Good Parts,,No,No,2233 days 04:33:45,2234.0,,,Optical Business,WDM,OptiX OSN 8800,,FRLILL-TIB,France_HWFR_LILL_FSL_TIB,TIBCO TELECOMS Bâtiment building international 68 RUE LOUIS JOSEPH GAY-LUSSAC ZAC DE LA GARE D'EAU 62220 CARVIN--Carvin-France,LILL-GMTIB,France_LILLE _HWCBG_LSP_TIBCO_SPMS Good Subinv,LILL-GMTIB,1,1,0,0,PCS,,,,,,,,,,2019-03-07 18:51:12,2019-03-07 18:51:12
03025KXJ,HUAWEI,"Manufactured Board,OptiX OSN 1800,TNF6PIU,Power Interface Board,1*2",Default,Y,N,Normal Cargo,,0,025KXJBTN6900791,Y,,,,Good Parts,,No,No,715 days 23:47:15,716.0,,,Optical Business,WDM,OptiX OSN 1800,,FRLILL-TIB,France_HWFR_LILL_FSL_TIB,TIBCO TELECOMS Bâtiment building international 68 RUE LOUIS JOSEPH GAY-LUSSAC ZAC DE LA GARE D'EAU 62220 CARVIN--Carvin-France,LILL-GMTIB,France_LILLE _HWCBG_LSP_TIBCO_SPMS Good Subinv,LILL-GMTIB,1,1,0,0,PCS,,,,,,,,,,2023-05-02 23:37:42,2023-05-02 23:37:42
03025HGH,HUAWEI,"Manufactured Board,OptiX OSN 8800,TN59NS4C01,100Gbit/s Line Service Processing Board",Default,Y,N,Normal Cargo,,0,025HGH10M2000010,Y,,,,Good Parts,,No,No,725 days 04:06:47,726.0,,,Optical Business,WDM,OptiX OSN 8800,,FRLILL-TIB,France_HWFR_LILL_FSL_TIB,TIBCO TELECOMS Bâtiment building international 68 RUE LOUIS JOSEPH GAY-LUSSAC ZAC DE LA GARE D'EAU 62220 CARVIN--Carvin-France,LILL-GMTIB,France_LILLE _HWCBG_LSP_TIBCO_SPMS Good Subinv,LILL-GMTIB,1,1,0,0,PCS,,,,,,,,,,2023-04-23 19:18:10,2023-04-23 19:18:10
02301555,HUAWEI,"Backplane Subrack (shelf, frame),OptiX OSN 9800 M12,TMFK1AFB01,Assembly SubRack (DC)",Default,N,N,Normal Cargo,,0,,,,,,Good Parts,,No,No,,,,,Optical Business,WDM,OptiX OSN 9800 M24,,FRLILL-TIB,France_HWFR_LILL_FSL_TIB,TIBCO TELECOMS Bâtiment building international 68 RUE LOUIS JOSEPH GAY-LUSSAC ZAC DE LA GARE D'EAU 62220 CARVIN--Carvin-France,LILL-GMTIB,France_LILLE _HWCBG_LSP_TIBCO_SPMS Good Subinv,LILL-GMTIB,1,1,0,0,PCS,,,,,,,,,,,
03025VXX,HUAWEI,"Manufactured Board,OptiX OSN 9800&9600 M12,TMF1SCC,System Control and communication board,1*2",Default,Y,N,Normal Cargo,,0,025VXX6RM6500221,Y,,,,Good Parts,,No,No,1164 days 23:56:58,1165.0,,,Optical Business,WDM,OptiX OSN 9800 M12,,FRLILL-TIB,France_HWFR_LILL_FSL_TIB,TIBCO TELECOMS Bâtiment building international 68 RUE LOUIS JOSEPH GAY-LUSSAC ZAC DE LA GARE D'EAU 62220 CARVIN--Carvin-France,LILL-GMTIB,France_LILLE _HWCBG_LSP_TIBCO_SPMS Good Subinv,LILL-GMTIB,1,1,0,0,PCS,,,,,,,,,,2022-02-07 23:27:59,2022-02-07 23:27:59
34061960,HUAWEI,"High Speed Transceiver,QSFP28,1310nm,100G,-2.9dBm,2.9dBm,-20.9dBm,LC,SMF,40km",Default,Y,N,Normal Cargo,,0,SP340619603A3013410A,Y,,,,Good Parts,,No,No,,,,,Data Communication,Router and Carrier Ethernet,NE40E,,FRLILL-TIB,France_HWFR_LILL_FSL_TIB,TIBCO TELECOMS Bâtiment building international 68 RUE LOUIS JOSEPH GAY-LUSSAC ZAC DE LA GARE D'EAU 62220 CARVIN--Carvin-France,LILL-GMTIB,France_LILLE _HWCBG_LSP_TIBCO_SPMS Good Subinv,LILL-GMTIB,1,1,0,0,PCS,,,,,,,,,,,
03026EAS,HUAWEI,"Manufactured Board,OptiX OSN 9800&9600 M12,TMF1AUX,System auxiliary Communication Board With Clock Processing Function",Default,Y,N,Normal Cargo,,0,026EAS6RP6500111,Y,,,,Good Parts,,No,No,653 days 13:58:48,654.0,,,Optical Business,WDM,OptiX OSN 9800 M12,,FRLILL-TIB,France_HWFR_LILL_FSL_TIB,TIBCO TELECOMS Bâtiment building international 68 RUE LOUIS JOSEPH GAY-LUSSAC ZAC DE LA GARE D'EAU 62220 CARVIN--Carvin-France,LILL-GMTIB,France_LILLE _HWCBG_LSP_TIBCO_SPMS Good Subinv,LILL-GMTIB,1,1,0,0,PCS,,,,,,,,,,2023-07-04 09:26:09,2023-07-04 09:26:09
03033DYW,HUAWEI,"Finished Board,OptiX OSN 9800&9600,TMF1PIU01,Power Interface Board",Default,Y,N,Normal Cargo,,0,033DYW10L3002030,Y,,,,Good Parts,,No,No,1190 days 23:38:37,1191.0,,,Optical Business,WDM,OptiX OSN 9800 M12,,FRLILL-TIB,France_HWFR_LILL_FSL_TIB,TIBCO TELECOMS Bâtiment building international 68 RUE LOUIS JOSEPH GAY-LUSSAC ZAC DE LA GARE D'EAU 62220 CARVIN--Carvin-France,LILL-GMTIB,France_LILLE _HWCBG_LSP_TIBCO_SPMS Good Subinv,LILL-GMTIB,1,1,0,0,PCS,,,,,,,,,,2022-01-12 23:46:20,2022-01-12 23:46:20
03033FFD,HUAWEI,"Finished Board,OptiX OSN 9800&9600,TNG1M504DMC01,4*100Gbit/s Service Multiplexing Into 2*200G/100G Programable Wavelength Conversion Board(CFP2)(Each port 100G Line Capacity Included, RTU Extension Supported)",Default,Y,N,Normal Cargo,,0,102150180533,Y,,,,Good Parts,,No,No,953 days 07:57:30,954.0,,,Optical Business,WDM,OSN9800 M24,,FRLILL-TIB,France_HWFR_LILL_FSL_TIB,TIBCO TELECOMS Bâtiment building international 68 RUE LOUIS JOSEPH GAY-LUSSAC ZAC DE LA GARE D'EAU 62220 CARVIN--Carvin-France,LILL-GMTIB,France_LILLE _HWCBG_LSP_TIBCO_SPMS Good Subinv,LILL-GMTIB,1,1,0,0,PCS,,,,,,,,,,2022-09-07 15:27:27,2022-09-07 15:27:27
03026SWB,HUAWEI,"Manufactured Board,OptiX OSN 9800&9600,TNG2AST2,Two-Bidirectional optical supervisory channel and timing transmission unit(with Advanced OTDR)",Default,Y,N,Normal Cargo,,0,1020B0109177,Y,,,,Good Parts,,No,No,1190 days 23:38:37,1191.0,,,Optical Business,WDM,OptiX OSN 9800 M12,,FRLILL-TIB,France_HWFR_LILL_FSL_TIB,TIBCO TELECOMS Bâtiment building international 68 RUE LOUIS JOSEPH GAY-LUSSAC ZAC DE LA GARE D'EAU 62220 CARVIN--Carvin-France,LILL-GMTIB,France_LILLE _HWCBG_LSP_TIBCO_SPMS Good Subinv,LILL-GMTIB,1,1,0,0,PCS,,,,,,,,,,2022-01-12 23:46:20,2022-01-12 23:46:20
03026UQS,HUAWEI,"Manufactured Board,OptiX OSN 1800,TMK1UNS5,200G Universal Line Service Processing Board (Including 100G Line Capacity, Supporting RTU Extension),1*1",Default,Y,N,Normal Cargo,,0,026UQS10N5100054,Y,,,,Good Parts,,No,No,944 days 08:36:28,945.0,,,Optical Business,WDM,OptiX OSN 1800,,FRLILL-TIB,France_HWFR_LILL_FSL_TIB,TIBCO TELECOMS Bâtiment building international 68 RUE LOUIS JOSEPH GAY-LUSSAC ZAC DE LA GARE D'EAU 62220 CARVIN--Carvin-France,LILL-GMTIB,France_LILLE _HWCBG_LSP_TIBCO_SPMS Good Subinv,LILL-GMTIB,1,1,0,0,PCS,,,,,,,,,,2022-09-16 14:48:29,2022-09-16 14:48:29
03026SUL,HUAWEI,"Manufactured Board,OptiX OSN 9800&9600,TNG3DAPXF,Extended C-band OA base board with 2 pluggable ports, with XFIU",Default,Y,N,Normal Cargo,,0,102225249959,Y,,,,Good Parts,,No,No,953 days 07:50:38,954.0,,,Optical Business,WDM,OptiX OSN 9800 M12,,FRLILL-TIB,France_HWFR_LILL_FSL_TIB,TIBCO TELECOMS Bâtiment building international 68 RUE LOUIS JOSEPH GAY-LUSSAC ZAC DE LA GARE D'EAU 62220 CARVIN--Carvin-France,LILL-GMTIB,France_LILLE _HWCBG_LSP_TIBCO_SPMS Good Subinv,LILL-GMTIB,1,1,0,0,PCS,,,,,,,,,,2022-09-07 15:34:19,2022-09-07 15:34:19
03026SUP,HUAWEI,"Manufactured Board,OptiX OSN 9800&9600,TNG2DAP,Super C-band OA base board with 2 pluggable ports",Default,Y,N,Normal Cargo,,0,102297283136,Y,,,,Good Parts,,No,No,,,,,Optical Business,WDM,OptiX OSN 9800 M12,,FRLILL-TIB,France_HWFR_LILL_FSL_TIB,TIBCO TELECOMS Bâtiment building international 68 RUE LOUIS JOSEPH GAY-LUSSAC ZAC DE LA GARE D'EAU 62220 CARVIN--Carvin-France,LILL-GMTIB,France_LILLE _HWCBG_LSP_TIBCO_SPMS Good Subinv,LILL-GMTIB,1,1,0,0,PCS,,,,,,,,,,,
03033FMF,HUAWEI,"Finished Board,OptiX OSN 9800&9600,TNG3OPM801,8 channel flexible bandwidth optical power monitor board(Extended C-band)",Default,Y,N,Normal Cargo,,0,102266144788,Y,,,,Good Parts,,No,No,953 days 07:57:30,954.0,,,Optical Business,WDM,OptiX OSN 9800 M24,,FRLILL-TIB,France_HWFR_LILL_FSL_TIB,TIBCO TELECOMS Bâtiment building international 68 RUE LOUIS JOSEPH GAY-LUSSAC ZAC DE LA GARE D'EAU 62220 CARVIN--Carvin-France,LILL-GMTIB,France_LILLE _HWCBG_LSP_TIBCO_SPMS Good Subinv,LILL-GMTIB,1,1,0,0,PCS,,,,,,,,,,2022-09-07 15:27:27,2022-09-07 15:27:27
03033FME,HUAWEI,"Finished Board,OptiX OSN 9800&9600,TNG3DWSS2001,Dual 20 ports flexible wavelength selective multiplexing and demultiplexing board(Extended C_band,191.25~196.075THz,37.5GHz~400GHz)(10 dimensions included,RTU Extension Supported)",Default,Y,N,Normal Cargo,,0,102266439390,Y,,,,Good Parts,,No,No,953 days 07:57:30,954.0,,,Optical Business,WDM,OptiX OSN 9800 M12,,FRLILL-TIB,France_HWFR_LILL_FSL_TIB,TIBCO TELECOMS Bâtiment building international 68 RUE LOUIS JOSEPH GAY-LUSSAC ZAC DE LA GARE D'EAU 62220 CARVIN--Carvin-France,LILL-GMTIB,France_LILLE _HWCBG_LSP_TIBCO_SPMS Good Subinv,LILL-GMTIB,1,1,0,0,PCS,,,,,,,,,,2022-09-07 15:27:27,2022-09-07 15:27:27
03033FNF,HUAWEI,"Finished Board,OptiX OSN 9800&9600,TNG2DWSS2001,Dual 20 ports flexible wavelength selective multiplexing and demultiplexing board(Super C_band,190.65THz~196.675THz,37.5GHz~400GHz)(10 dimensions included,RTU Extension Supported)",Default,Y,N,Normal Cargo,,0,102225005425,Y,,,,Good Parts,,No,No,715 days 23:47:15,716.0,,,Optical Business,WDM,OptiX OSN 9800 M12,,FRLILL-TIB,France_HWFR_LILL_FSL_TIB,TIBCO TELECOMS Bâtiment building international 68 RUE LOUIS JOSEPH GAY-LUSSAC ZAC DE LA GARE D'EAU 62220 CARVIN--Carvin-France,LILL-GMTIB,France_LILLE _HWCBG_LSP_TIBCO_SPMS Good Subinv,LILL-GMTIB,1,1,0,0,PCS,,,,,,,,,,2023-05-02 23:37:42,2023-05-02 23:37:42
02301644,HUAWEI,"Backplane Subrack (shelf, frame),OptiXtrans E9612,TMFK1AFB04,Assembly SubRack (DC)",Default,Y,N,Normal Cargo,,0,2102301644N0N2000037,Y,,,,Good Parts,,No,No,625 days 13:44:02,626.0,,,Optical Business,MSTP,OptiXtrans E9612,,FRLILL-TIB,France_HWFR_LILL_FSL_TIB,TIBCO TELECOMS Bâtiment building international 68 RUE LOUIS JOSEPH GAY-LUSSAC ZAC DE LA GARE D'EAU 62220 CARVIN--Carvin-France,LILL-GMTIB,France_LILLE _HWCBG_LSP_TIBCO_SPMS Good Subinv,LILL-GMTIB,1,1,0,0,PCS,,,,,,,,,,2023-08-01 09:40:55,2023-08-01 09:40:55
03026UQD,HUAWEI,"Manufactured Board,OptiX OSN 9800&9600 M05,TME1CTU01,System auxiliary Communication Board With Clock Processing Function",Default,Y,N,Normal Cargo,,0,026UQD6RM9500132,Y,,,,Good Parts,,No,No,953 days 07:50:38,954.0,,,Optical Business,WDM,OptiX OSN 9800 M05,,FRLILL-TIB,France_HWFR_LILL_FSL_TIB,TIBCO TELECOMS Bâtiment building international 68 RUE LOUIS JOSEPH GAY-LUSSAC ZAC DE LA GARE D'EAU 62220 CARVIN--Carvin-France,LILL-GMTIB,France_LILLE _HWCBG_LSP_TIBCO_SPMS Good Subinv,LILL-GMTIB,1,1,0,0,PCS,,,,,,,,,,2022-09-07 15:34:19,2022-09-07 15:34:19
