item,vendor_name,item_description,export_control_risk,sn_control,key_item,hazardcategory,hazardclassvalue,batterycount,sn,sn_availabled,spn,freeze_reason,reserved_name,state,c_material,wd_material_or_not,mg_material_or_not,inventory_time,storage_days,export_control_status,original_sn,product_line,sub_product_line,product,order_line,warehouse_code,warehouse_name,warehouse_address,subinv_group_code,subinv_group_name,subinv_code,inventory_qty,available_qty,fronze_qty,reserved_qty,unit,rev,version,computing_software_version,original_manufacturer,item_model,production_batch_no,production_date,rohs_compliance,quality_category,first_inbound_date,storage_days_start_date
34060354,HUAWEI,"Optical transceiver,SFP,850nm,1.25Gb/s,0dBm,-9.5dBm,-17dBm,LC,0.55km",,Y,N,Normal Cargo,,0,SP340603543A3013336A,Y,,,,Good Parts,,No,No,,,,,Optical Business,MSTP,OptiX OSN 3500,,FRLILL-TIB,France_HWFR_LILL_FSL_TIB,TIBCO TELECOMS Bâtiment building international 68 RUE LOUIS JOSEPH GAY-LUSSAC ZAC DE LA GARE D'EAU 62220 CARVIN--Carvin-France,LILL-GMTIB,France_LILLE _HWCBG_LSP_TIBCO_SPMS Good Subinv,LILL-GMTIB,1,1,0,0,PCS,,,,,,,,,,,
34060354,HUAWEI,"Optical transceiver,SFP,850nm,1.25Gb/s,0dBm,-9.5dBm,-17dBm,LC,0.55km",,Y,N,Normal Cargo,,0,SP340603543A3013337A,Y,,,,Good Parts,,No,No,,,,,Optical Business,MSTP,OptiX OSN 3500,,FRLILL-TIB,France_HWFR_LILL_FSL_TIB,TIBCO TELECOMS Bâtiment building international 68 RUE LOUIS JOSEPH GAY-LUSSAC ZAC DE LA GARE D'EAU 62220 CARVIN--Carvin-France,LILL-GMTIB,France_LILLE _HWCBG_LSP_TIBCO_SPMS Good Subinv,LILL-GMTIB,1,1,0,0,PCS,,,,,,,,,,,
34060354,HUAWEI,"Optical transceiver,SFP,850nm,1.25Gb/s,0dBm,-9.5dBm,-17dBm,LC,0.55km",,Y,N,Normal Cargo,,0,SP340603543A3013338A,Y,,,,Good Parts,,No,No,,,,,Optical Business,MSTP,OptiX OSN 3500,,FRLILL-TIB,France_HWFR_LILL_FSL_TIB,TIBCO TELECOMS Bâtiment building international 68 RUE LOUIS JOSEPH GAY-LUSSAC ZAC DE LA GARE D'EAU 62220 CARVIN--Carvin-France,LILL-GMTIB,France_LILLE _HWCBG_LSP_TIBCO_SPMS Good Subinv,LILL-GMTIB,1,1,0,0,PCS,,,,,,,,,,,
34060354,HUAWEI,"Optical transceiver,SFP,850nm,1.25Gb/s,0dBm,-9.5dBm,-17dBm,LC,0.55km",,Y,N,Normal Cargo,,0,SP340603543A3013339A,Y,,,,Good Parts,,No,No,,,,,Optical Business,MSTP,OptiX OSN 3500,,FRLILL-TIB,France_HWFR_LILL_FSL_TIB,TIBCO TELECOMS Bâtiment building international 68 RUE LOUIS JOSEPH GAY-LUSSAC ZAC DE LA GARE D'EAU 62220 CARVIN--Carvin-France,LILL-GMTIB,France_LILLE _HWCBG_LSP_TIBCO_SPMS Good Subinv,LILL-GMTIB,1,1,0,0,PCS,,,,,,,,,,,
34060354,HUAWEI,"Optical transceiver,SFP,850nm,1.25Gb/s,0dBm,-9.5dBm,-17dBm,LC,0.55km",,Y,N,Normal Cargo,,0,SP340603543A3013340A,Y,,,,Good Parts,,No,No,,,,,Optical Business,MSTP,OptiX OSN 3500,,FRLILL-TIB,France_HWFR_LILL_FSL_TIB,TIBCO TELECOMS Bâtiment building international 68 RUE LOUIS JOSEPH GAY-LUSSAC ZAC DE LA GARE D'EAU 62220 CARVIN--Carvin-France,LILL-GMTIB,France_LILLE _HWCBG_LSP_TIBCO_SPMS Good Subinv,LILL-GMTIB,1,1,0,0,PCS,,,,,,,,,,,
34060613,HUAWEI,"Optical transceiver,SFP+,1310nm,8.5Gb/s-11.1Gb/s with CDR,-6.0~-1.0dBm,-14.4dBm,LC,SM,10km",,Y,N,Normal Cargo,,0,SP340606133A3013341A,Y,,,,Good Parts,,No,No,,,,,Optical Business,WDM,OptiX OSN 1800,,FRLILL-TIB,France_HWFR_LILL_FSL_TIB,TIBCO TELECOMS Bâtiment building international 68 RUE LOUIS JOSEPH GAY-LUSSAC ZAC DE LA GARE D'EAU 62220 CARVIN--Carvin-France,LILL-GMTIB,France_LILLE _HWCBG_LSP_TIBCO_SPMS Good Subinv,LILL-GMTIB,1,1,0,0,PCS,,,,,,,,,,,
34060518,HUAWEI,"Optical transceiver,SFP+,1550nm,9.95~11.1Gb/s,-4.7~4dBm,-14.1dBm,LC,SM,40km",,Y,N,Normal Cargo,,0,SP340605183A3013342A,Y,,,,Good Parts,,No,No,,,,,Data Communication,Switch,S23&33&53 Series,,FRLILL-TIB,France_HWFR_LILL_FSL_TIB,TIBCO TELECOMS Bâtiment building international 68 RUE LOUIS JOSEPH GAY-LUSSAC ZAC DE LA GARE D'EAU 62220 CARVIN--Carvin-France,LILL-GMTIB,France_LILLE _HWCBG_LSP_TIBCO_SPMS Good Subinv,LILL-GMTIB,1,1,0,0,PCS,,,,,,,,,,,
34060286,HUAWEI,"Optical Transceiver,eSFP,850nm,2.125Gb/s(Multi rate) ,-9.5~-2.5dBm,-17dBm,LC,MM,0.5km",,Y,N,Normal Cargo,,0,SP340602863A3013346A,Y,,,,Good Parts,,No,No,,,,,Optical Business,WDM,OptiX OSN 9800 U32,,FRLILL-TIB,France_HWFR_LILL_FSL_TIB,TIBCO TELECOMS Bâtiment building international 68 RUE LOUIS JOSEPH GAY-LUSSAC ZAC DE LA GARE D'EAU 62220 CARVIN--Carvin-France,LILL-GMTIB,France_LILLE _HWCBG_LSP_TIBCO_SPMS Good Subinv,LILL-GMTIB,1,1,0,0,PCS,,,,,,,,,,,
34060590,HUAWEI,"Optical Transceiver,eSFP,1310nm,155M~2.67G,-5~0dBm,-21dBm,LC,SM,15km",,Y,N,Normal Cargo,,0,SP340605903A3013348A,Y,,,,Good Parts,,No,No,,,,,Optical Business,WDM,OptiX OSN 8800,,FRLILL-TIB,France_HWFR_LILL_FSL_TIB,TIBCO TELECOMS Bâtiment building international 68 RUE LOUIS JOSEPH GAY-LUSSAC ZAC DE LA GARE D'EAU 62220 CARVIN--Carvin-France,LILL-GMTIB,France_LILLE _HWCBG_LSP_TIBCO_SPMS Good Subinv,LILL-GMTIB,1,1,0,0,PCS,,,,,,,,,,,
34060590,HUAWEI,"Optical Transceiver,eSFP,1310nm,155M~2.67G,-5~0dBm,-21dBm,LC,SM,15km",,Y,N,Normal Cargo,,0,SP340605903A3013349A,Y,,,,Good Parts,,No,No,,,,,Optical Business,WDM,OptiX OSN 8800,,FRLILL-TIB,France_HWFR_LILL_FSL_TIB,TIBCO TELECOMS Bâtiment building international 68 RUE LOUIS JOSEPH GAY-LUSSAC ZAC DE LA GARE D'EAU 62220 CARVIN--Carvin-France,LILL-GMTIB,France_LILLE _HWCBG_LSP_TIBCO_SPMS Good Subinv,LILL-GMTIB,1,1,0,0,PCS,,,,,,,,,,,
34060590,HUAWEI,"Optical Transceiver,eSFP,1310nm,155M~2.67G,-5~0dBm,-21dBm,LC,SM,15km",,Y,N,Normal Cargo,,0,SP340605903A3013350A,Y,,,,Good Parts,,No,No,,,,,Optical Business,WDM,OptiX OSN 8800,,FRLILL-TIB,France_HWFR_LILL_FSL_TIB,TIBCO TELECOMS Bâtiment building international 68 RUE LOUIS JOSEPH GAY-LUSSAC ZAC DE LA GARE D'EAU 62220 CARVIN--Carvin-France,LILL-GMTIB,France_LILLE _HWCBG_LSP_TIBCO_SPMS Good Subinv,LILL-GMTIB,1,1,0,0,PCS,,,,,,,,,,,
34060590,HUAWEI,"Optical Transceiver,eSFP,1310nm,155M~2.67G,-5~0dBm,-21dBm,LC,SM,15km",,Y,N,Normal Cargo,,0,SP340605903A3013351A,Y,,,,Good Parts,,No,No,,,,,Optical Business,WDM,OptiX OSN 8800,,FRLILL-TIB,France_HWFR_LILL_FSL_TIB,TIBCO TELECOMS Bâtiment building international 68 RUE LOUIS JOSEPH GAY-LUSSAC ZAC DE LA GARE D'EAU 62220 CARVIN--Carvin-France,LILL-GMTIB,France_LILLE _HWCBG_LSP_TIBCO_SPMS Good Subinv,LILL-GMTIB,1,1,0,0,PCS,,,,,,,,,,,
34060556,HUAWEI,"High Speed Transceiver,CFP,4*25Gb/s(1310nm Band),103.125Gb/s,-1.3dBm,4.5dBm,-8.6dBm,Angled LC,SMF,OMA Optical Power,100GBASE,10km",,Y,N,Normal Cargo,,0,IC3406055625014031704,Y,,,,Good Parts,,No,No,3646 days 01:24:57,3647.0,,,Optical Business,WDM,OptiX OSN 6800,,FRLILL-TIB,France_HWFR_LILL_FSL_TIB,TIBCO TELECOMS Bâtiment building international 68 RUE LOUIS JOSEPH GAY-LUSSAC ZAC DE LA GARE D'EAU 62220 CARVIN--Carvin-France,LILL-GMTIB,France_LILLE _HWCBG_LSP_TIBCO_SPMS Good Subinv,LILL-GMTIB,1,1,0,0,PCS,,,,,,,,,,2015-04-24 22:00:00,2015-04-24 22:00:00
34060529,HUAWEI,"Optical Transceiver,eSFP,1511nm,155.52Mbps,0.5~5.0dBm,-41.0dBm,LC,SM,150km",,Y,N,Normal Cargo,,0,SP340605293A3013352A,Y,,,,Good Parts,,No,No,,,,,Optical Business,WDM,OptiX OSN 8800,,FRLILL-TIB,France_HWFR_LILL_FSL_TIB,TIBCO TELECOMS Bâtiment building international 68 RUE LOUIS JOSEPH GAY-LUSSAC ZAC DE LA GARE D'EAU 62220 CARVIN--Carvin-France,LILL-GMTIB,France_LILLE _HWCBG_LSP_TIBCO_SPMS Good Subinv,LILL-GMTIB,1,1,0,0,PCS,,,,,,,,,,,
34060485,HUAWEI,"Optical Transceiver,eSFP,1310nm,155M~2.67G,-5~0dBm,-21dBm,LC,SM,15km",,Y,N,Normal Cargo,,0,SP340604853A3013353A,Y,,,,Good Parts,,No,No,,,,,Data Communication,Router and Carrier Ethernet,OptiX Metro 6100,,FRLILL-TIB,France_HWFR_LILL_FSL_TIB,TIBCO TELECOMS Bâtiment building international 68 RUE LOUIS JOSEPH GAY-LUSSAC ZAC DE LA GARE D'EAU 62220 CARVIN--Carvin-France,LILL-GMTIB,France_LILLE _HWCBG_LSP_TIBCO_SPMS Good Subinv,LILL-GMTIB,1,1,0,0,PCS,,,,,,,,,,,
34060485,HUAWEI,"Optical Transceiver,eSFP,1310nm,155M~2.67G,-5~0dBm,-21dBm,LC,SM,15km",,Y,N,Normal Cargo,,0,SP340604853A3013354A,Y,,,,Good Parts,,No,No,,,,,Data Communication,Router and Carrier Ethernet,OptiX Metro 6100,,FRLILL-TIB,France_HWFR_LILL_FSL_TIB,TIBCO TELECOMS Bâtiment building international 68 RUE LOUIS JOSEPH GAY-LUSSAC ZAC DE LA GARE D'EAU 62220 CARVIN--Carvin-France,LILL-GMTIB,France_LILLE _HWCBG_LSP_TIBCO_SPMS Good Subinv,LILL-GMTIB,1,1,0,0,PCS,,,,,,,,,,,
34060485,HUAWEI,"Optical Transceiver,eSFP,1310nm,155M~2.67G,-5~0dBm,-21dBm,LC,SM,15km",,Y,N,Normal Cargo,,0,SP340604853A3013355A,Y,,,,Good Parts,,No,No,,,,,Data Communication,Router and Carrier Ethernet,OptiX Metro 6100,,FRLILL-TIB,France_HWFR_LILL_FSL_TIB,TIBCO TELECOMS Bâtiment building international 68 RUE LOUIS JOSEPH GAY-LUSSAC ZAC DE LA GARE D'EAU 62220 CARVIN--Carvin-France,LILL-GMTIB,France_LILLE _HWCBG_LSP_TIBCO_SPMS Good Subinv,LILL-GMTIB,1,1,0,0,PCS,,,,,,,,,,,
34060485,HUAWEI,"Optical Transceiver,eSFP,1310nm,155M~2.67G,-5~0dBm,-21dBm,LC,SM,15km",,Y,N,Normal Cargo,,0,SP340604853A3013356A,Y,,,,Good Parts,,No,No,,,,,Data Communication,Router and Carrier Ethernet,OptiX Metro 6100,,FRLILL-TIB,France_HWFR_LILL_FSL_TIB,TIBCO TELECOMS Bâtiment building international 68 RUE LOUIS JOSEPH GAY-LUSSAC ZAC DE LA GARE D'EAU 62220 CARVIN--Carvin-France,LILL-GMTIB,France_LILLE _HWCBG_LSP_TIBCO_SPMS Good Subinv,LILL-GMTIB,1,1,0,0,PCS,,,,,,,,,,,
34060485,HUAWEI,"Optical Transceiver,eSFP,1310nm,155M~2.67G,-5~0dBm,-21dBm,LC,SM,15km",,Y,N,Normal Cargo,,0,SP340604853A3013357A,Y,,,,Good Parts,,No,No,,,,,Data Communication,Router and Carrier Ethernet,OptiX Metro 6100,,FRLILL-TIB,France_HWFR_LILL_FSL_TIB,TIBCO TELECOMS Bâtiment building international 68 RUE LOUIS JOSEPH GAY-LUSSAC ZAC DE LA GARE D'EAU 62220 CARVIN--Carvin-France,LILL-GMTIB,France_LILLE _HWCBG_LSP_TIBCO_SPMS Good Subinv,LILL-GMTIB,1,1,0,0,PCS,,,,,,,,,,,
34060485,HUAWEI,"Optical Transceiver,eSFP,1310nm,155M~2.67G,-5~0dBm,-21dBm,LC,SM,15km",,Y,N,Normal Cargo,,0,SP340604853A3013358A,Y,,,,Good Parts,,No,No,,,,,Data Communication,Router and Carrier Ethernet,OptiX Metro 6100,,FRLILL-TIB,France_HWFR_LILL_FSL_TIB,TIBCO TELECOMS Bâtiment building international 68 RUE LOUIS JOSEPH GAY-LUSSAC ZAC DE LA GARE D'EAU 62220 CARVIN--Carvin-France,LILL-GMTIB,France_LILLE _HWCBG_LSP_TIBCO_SPMS Good Subinv,LILL-GMTIB,1,1,0,0,PCS,,,,,,,,,,,
34060313,HUAWEI,"Optical Transceiver,XFP,1310nm,9.95~11.1Gb/s,-6dBm~-1dBm,-14.4dBm,LC,SM,10km",4.0,Y,N,Normal Cargo,,0,SP340603133A3013359A,Y,,,,Good Parts,,No,No,,,,,Optical Business,WDM,NetEngine40E&80E,,FRLILL-TIB,France_HWFR_LILL_FSL_TIB,TIBCO TELECOMS Bâtiment building international 68 RUE LOUIS JOSEPH GAY-LUSSAC ZAC DE LA GARE D'EAU 62220 CARVIN--Carvin-France,LILL-GMTIB,France_LILLE _HWCBG_LSP_TIBCO_SPMS Good Subinv,LILL-GMTIB,1,1,0,0,PCS,,,,,,,,,,,
34060313,HUAWEI,"Optical Transceiver,XFP,1310nm,9.95~11.1Gb/s,-6dBm~-1dBm,-14.4dBm,LC,SM,10km",4.0,Y,N,Normal Cargo,,0,SP340603133A3013360A,Y,,,,Good Parts,,No,No,,,,,Optical Business,WDM,NetEngine40E&80E,,FRLILL-TIB,France_HWFR_LILL_FSL_TIB,TIBCO TELECOMS Bâtiment building international 68 RUE LOUIS JOSEPH GAY-LUSSAC ZAC DE LA GARE D'EAU 62220 CARVIN--Carvin-France,LILL-GMTIB,France_LILLE _HWCBG_LSP_TIBCO_SPMS Good Subinv,LILL-GMTIB,1,1,0,0,PCS,,,,,,,,,,,
34060289,HUAWEI,"Optical Transceiver,eSFP,1310nm,STM16,-2~3dBm,-27dBm,LC,SM,40km",,Y,N,Normal Cargo,,0,SP340602893A3013361A,Y,,,,Good Parts,,No,No,,,,,Optical Business,WDM,OptiX OSN 2500,,FRLILL-TIB,France_HWFR_LILL_FSL_TIB,TIBCO TELECOMS Bâtiment building international 68 RUE LOUIS JOSEPH GAY-LUSSAC ZAC DE LA GARE D'EAU 62220 CARVIN--Carvin-France,LILL-GMTIB,France_LILLE _HWCBG_LSP_TIBCO_SPMS Good Subinv,LILL-GMTIB,1,1,0,0,PCS,,,,,,,,,,,
34060317,HUAWEI,"Optical Transceiver,eSFP,850nm,2.125Gb/s(Multi rate),-3.5~-9dBm,-18dBm,LC,MM,0.5km",,Y,N,Normal Cargo,,0,SP340603173A3013362A,Y,,,,Good Parts,,No,No,,,,,Computing,FusionServer,T8000,,FRLILL-TIB,France_HWFR_LILL_FSL_TIB,TIBCO TELECOMS Bâtiment building international 68 RUE LOUIS JOSEPH GAY-LUSSAC ZAC DE LA GARE D'EAU 62220 CARVIN--Carvin-France,LILL-GMTIB,France_LILLE _HWCBG_LSP_TIBCO_SPMS Good Subinv,LILL-GMTIB,1,1,0,0,PCS,,,,,,,,,,,
34060322,HUAWEI,"Optical Transceiver,XFP,1550nm,9.95Gb/s to 11.1Gb/s,+2dBm,-1dBm,-15dBm,LC,Single-mode,40km",,Y,N,Normal Cargo,,0,SP340603223A3013277A,Y,,,,Good Parts,,No,No,,,,,Data Communication,Router and Carrier Ethernet,NetEngine40E&80E,,FRLILL-TIB,France_HWFR_LILL_FSL_TIB,TIBCO TELECOMS Bâtiment building international 68 RUE LOUIS JOSEPH GAY-LUSSAC ZAC DE LA GARE D'EAU 62220 CARVIN--Carvin-France,LILL-GMTIB,France_LILLE _HWCBG_LSP_TIBCO_SPMS Good Subinv,LILL-GMTIB,1,1,0,0,PCS,,,,,,,,,,,
34060322,HUAWEI,"Optical Transceiver,XFP,1550nm,9.95Gb/s to 11.1Gb/s,+2dBm,-1dBm,-15dBm,LC,Single-mode,40km",,Y,N,Normal Cargo,,0,SP340603223A3013278A,Y,,,,Good Parts,,No,No,,,,,Data Communication,Router and Carrier Ethernet,NetEngine40E&80E,,FRLILL-TIB,France_HWFR_LILL_FSL_TIB,TIBCO TELECOMS Bâtiment building international 68 RUE LOUIS JOSEPH GAY-LUSSAC ZAC DE LA GARE D'EAU 62220 CARVIN--Carvin-France,LILL-GMTIB,France_LILLE _HWCBG_LSP_TIBCO_SPMS Good Subinv,LILL-GMTIB,1,1,0,0,PCS,,,,,,,,,,,
34060049,HUAWEI,"Transceiver,SFP,850nm,1.25Gb/s,0dBm,-9.5dBm,-17dBm,LC,0.55km",,Y,N,Normal Cargo,,0,SP340600493A3013363A,Y,,,,Good Parts,,No,No,,,,,Optical Business,Optical Access Network,Quidway ESR8750&8850,,FRLILL-TIB,France_HWFR_LILL_FSL_TIB,TIBCO TELECOMS Bâtiment building international 68 RUE LOUIS JOSEPH GAY-LUSSAC ZAC DE LA GARE D'EAU 62220 CARVIN--Carvin-France,LILL-GMTIB,France_LILLE _HWCBG_LSP_TIBCO_SPMS Good Subinv,LILL-GMTIB,1,1,0,0,PCS,,,,,,,,,,,
34060049,HUAWEI,"Transceiver,SFP,850nm,1.25Gb/s,0dBm,-9.5dBm,-17dBm,LC,0.55km",,Y,N,Normal Cargo,,0,SP340600493A3013364A,Y,,,,Good Parts,,No,No,,,,,Optical Business,Optical Access Network,Quidway ESR8750&8850,,FRLILL-TIB,France_HWFR_LILL_FSL_TIB,TIBCO TELECOMS Bâtiment building international 68 RUE LOUIS JOSEPH GAY-LUSSAC ZAC DE LA GARE D'EAU 62220 CARVIN--Carvin-France,LILL-GMTIB,France_LILLE _HWCBG_LSP_TIBCO_SPMS Good Subinv,LILL-GMTIB,1,1,0,0,PCS,,,,,,,,,,,
34060049,HUAWEI,"Transceiver,SFP,850nm,1.25Gb/s,0dBm,-9.5dBm,-17dBm,LC,0.55km",,Y,N,Normal Cargo,,0,SP340600493A3013365A,Y,,,,Good Parts,,No,No,,,,,Optical Business,Optical Access Network,Quidway ESR8750&8850,,FRLILL-TIB,France_HWFR_LILL_FSL_TIB,TIBCO TELECOMS Bâtiment building international 68 RUE LOUIS JOSEPH GAY-LUSSAC ZAC DE LA GARE D'EAU 62220 CARVIN--Carvin-France,LILL-GMTIB,France_LILLE _HWCBG_LSP_TIBCO_SPMS Good Subinv,LILL-GMTIB,1,1,0,0,PCS,,,,,,,,,,,
34060049,HUAWEI,"Transceiver,SFP,850nm,1.25Gb/s,0dBm,-9.5dBm,-17dBm,LC,0.55km",,Y,N,Normal Cargo,,0,SP340600493A3013366A,Y,,,,Good Parts,,No,No,,,,,Optical Business,Optical Access Network,Quidway ESR8750&8850,,FRLILL-TIB,France_HWFR_LILL_FSL_TIB,TIBCO TELECOMS Bâtiment building international 68 RUE LOUIS JOSEPH GAY-LUSSAC ZAC DE LA GARE D'EAU 62220 CARVIN--Carvin-France,LILL-GMTIB,France_LILLE _HWCBG_LSP_TIBCO_SPMS Good Subinv,LILL-GMTIB,1,1,0,0,PCS,,,,,,,,,,,
34060049,HUAWEI,"Transceiver,SFP,850nm,1.25Gb/s,0dBm,-9.5dBm,-17dBm,LC,0.55km",,Y,N,Normal Cargo,,0,SP340600493A3013367A,Y,,,,Good Parts,,No,No,,,,,Optical Business,Optical Access Network,Quidway ESR8750&8850,,FRLILL-TIB,France_HWFR_LILL_FSL_TIB,TIBCO TELECOMS Bâtiment building international 68 RUE LOUIS JOSEPH GAY-LUSSAC ZAC DE LA GARE D'EAU 62220 CARVIN--Carvin-France,LILL-GMTIB,France_LILLE _HWCBG_LSP_TIBCO_SPMS Good Subinv,LILL-GMTIB,1,1,0,0,PCS,,,,,,,,,,,
34060049,HUAWEI,"Transceiver,SFP,850nm,1.25Gb/s,0dBm,-9.5dBm,-17dBm,LC,0.55km",,Y,N,Normal Cargo,,0,SP340600493A3013368A,Y,,,,Good Parts,,No,No,,,,,Optical Business,Optical Access Network,Quidway ESR8750&8850,,FRLILL-TIB,France_HWFR_LILL_FSL_TIB,TIBCO TELECOMS Bâtiment building international 68 RUE LOUIS JOSEPH GAY-LUSSAC ZAC DE LA GARE D'EAU 62220 CARVIN--Carvin-France,LILL-GMTIB,France_LILLE _HWCBG_LSP_TIBCO_SPMS Good Subinv,LILL-GMTIB,1,1,0,0,PCS,,,,,,,,,,,
34060049,HUAWEI,"Transceiver,SFP,850nm,1.25Gb/s,0dBm,-9.5dBm,-17dBm,LC,0.55km",,Y,N,Normal Cargo,,0,SP340600493A3013369A,Y,,,,Good Parts,,No,No,,,,,Optical Business,Optical Access Network,Quidway ESR8750&8850,,FRLILL-TIB,France_HWFR_LILL_FSL_TIB,TIBCO TELECOMS Bâtiment building international 68 RUE LOUIS JOSEPH GAY-LUSSAC ZAC DE LA GARE D'EAU 62220 CARVIN--Carvin-France,LILL-GMTIB,France_LILLE _HWCBG_LSP_TIBCO_SPMS Good Subinv,LILL-GMTIB,1,1,0,0,PCS,,,,,,,,,,,
34060049,HUAWEI,"Transceiver,SFP,850nm,1.25Gb/s,0dBm,-9.5dBm,-17dBm,LC,0.55km",,Y,N,Normal Cargo,,0,SP340600493A3013370A,Y,,,,Good Parts,,No,No,,,,,Optical Business,Optical Access Network,Quidway ESR8750&8850,,FRLILL-TIB,France_HWFR_LILL_FSL_TIB,TIBCO TELECOMS Bâtiment building international 68 RUE LOUIS JOSEPH GAY-LUSSAC ZAC DE LA GARE D'EAU 62220 CARVIN--Carvin-France,LILL-GMTIB,France_LILLE _HWCBG_LSP_TIBCO_SPMS Good Subinv,LILL-GMTIB,1,1,0,0,PCS,,,,,,,,,,,
03020PSF,HUAWEI,"OptiX OSN 8800 T64,TNK2SCC,System Control and Communication Board,1*1 Assembled Board",,Y,N,Non-DG,99.0,1,020PSF10E2000434,Y,,,,Good Parts,,No,No,3163 days 06:38:53,3164.0,,,Optical Business,WDM,OptiX OSN 8800,,FRLILL-TIB,France_HWFR_LILL_FSL_TIB,TIBCO TELECOMS Bâtiment building international 68 RUE LOUIS JOSEPH GAY-LUSSAC ZAC DE LA GARE D'EAU 62220 CARVIN--Carvin-France,LILL-GMTIB,France_LILLE _HWCBG_LSP_TIBCO_SPMS Good Subinv,LILL-GMTIB,1,1,0,0,PCS,,,,,,,,,,2016-08-19 16:46:04,2016-08-19 16:46:04
02300680,HUAWEI,"OptiX OSN 8800 T16,TN1K6AFB,Assembly Subrack(OSN 8800 T16)",,N,N,Normal Cargo,,0,,,,,,Good Parts,,No,No,,,,,Optical Business,WDM,OptiX OSN 8800,,FRLILL-TIB,France_HWFR_LILL_FSL_TIB,TIBCO TELECOMS Bâtiment building international 68 RUE LOUIS JOSEPH GAY-LUSSAC ZAC DE LA GARE D'EAU 62220 CARVIN--Carvin-France,LILL-GMTIB,France_LILLE _HWCBG_LSP_TIBCO_SPMS Good Subinv,LILL-GMTIB,1,1,0,0,PCS,,,,,,,,,,,
9801A002,HUAWEI,"Aolynk S1008D,8-ports 10/100MEthernet Switch",,Y,N,Normal Cargo,,0,219801A002C067000054,Y,,,,Good Parts,,No,No,4518 days 16:35:31,4519.0,,,Data Communication,Switch,8040,,FRLILL-TIB,France_HWFR_LILL_FSL_TIB,TIBCO TELECOMS Bâtiment building international 68 RUE LOUIS JOSEPH GAY-LUSSAC ZAC DE LA GARE D'EAU 62220 CARVIN--Carvin-France,LILL-GMTIB,France_LILLE _HWCBG_LSP_TIBCO_SPMS Good Subinv,LILL-GMTIB,1,1,0,0,PCS,,,,,,,,,,2012-12-03 06:49:26,2012-12-03 06:49:26
03020WQE,HUAWEI,"OptiX OSN 8800T16,TN16EFI,EMI Filter Interface Board-1*1",,Y,N,Normal Cargo,,0,020WQEW0J6000776,Y,,,,Good Parts,,No,No,2362 days 01:52:57,2363.0,,,Optical Business,WDM,OptiX OSN 6800,,FRLILL-TIB,France_HWFR_LILL_FSL_TIB,TIBCO TELECOMS Bâtiment building international 68 RUE LOUIS JOSEPH GAY-LUSSAC ZAC DE LA GARE D'EAU 62220 CARVIN--Carvin-France,LILL-GMTIB,France_LILLE _HWCBG_LSP_TIBCO_SPMS Good Subinv,LILL-GMTIB,1,1,0,0,PCS,,,,,,,,,,2018-10-29 21:32:00,2018-10-29 21:32:00
03020WXP,HUAWEI,"OptiX OSN 8800 T16,TN16PIU,Power Interface Board,1*4",,Y,N,Normal Cargo,,0,020WXPW0J7000810,Y,,,,Good Parts,,No,No,2362 days 01:52:57,2363.0,,,Optical Business,WDM,OptiX OSN 6800,,FRLILL-TIB,France_HWFR_LILL_FSL_TIB,TIBCO TELECOMS Bâtiment building international 68 RUE LOUIS JOSEPH GAY-LUSSAC ZAC DE LA GARE D'EAU 62220 CARVIN--Carvin-France,LILL-GMTIB,France_LILLE _HWCBG_LSP_TIBCO_SPMS Good Subinv,LILL-GMTIB,1,1,0,0,PCS,,,,,,,,,,2018-10-29 21:32:00,2018-10-29 21:32:00
02120110,HUAWEI,"OptiX BWS 1600G,SSEE1FAN,Cabinet Fan Box",,Y,N,Normal Cargo,,0,2102120110P074000051,Y,,,,Good Parts,,No,No,3852 days 05:22:59,3853.0,,,Optical Business,WDM,OptiX BWS 1600G,,FRLILL-TIB,France_HWFR_LILL_FSL_TIB,TIBCO TELECOMS Bâtiment building international 68 RUE LOUIS JOSEPH GAY-LUSSAC ZAC DE LA GARE D'EAU 62220 CARVIN--Carvin-France,LILL-GMTIB,France_LILLE _HWCBG_LSP_TIBCO_SPMS Good Subinv,LILL-GMTIB,1,1,0,0,PCS,,,,,,,,,,2014-09-30 18:01:58,2014-09-30 18:01:58
03020XXT,HUAWEI,"OptiX OSN 8800,TN54THA01,16 x Any-rate Ports Service Processing Board,1*1",,Y,N,Normal Cargo,,0,020XXT10C2000307,Y,,,,Good Parts,,No,No,4518 days 16:35:31,4519.0,,,Optical Business,WDM,OptiX OSN 8800,,FRLILL-TIB,France_HWFR_LILL_FSL_TIB,TIBCO TELECOMS Bâtiment building international 68 RUE LOUIS JOSEPH GAY-LUSSAC ZAC DE LA GARE D'EAU 62220 CARVIN--Carvin-France,LILL-GMTIB,France_LILLE _HWCBG_LSP_TIBCO_SPMS Good Subinv,LILL-GMTIB,1,1,0,0,PCS,,,,,,,,,,2012-12-03 06:49:26,2012-12-03 06:49:26
